alim_code;alim_nom_fr;carbo;alim_image_url
7745;Brioche pur beurre, préemballée;51,6;
7125;Pain de seigle, et froment;51,5;https://images.unsplash.com/photo-1551888761-382cd30b5da6?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=80
31063;Bouchée chocolat fourrage fruits à coques et/ou praliné;51,5;
24631;Madeleine au chocolat, préemballée;51,5;
31066;Rocher chocolat fourré praliné;51,4;
31085;Chocolat noir à 40% de cacao minimum, à pâtisser, tablette;51,4;
4004;Chips de pommes de terre nature ou aromatisées, standard;51,1;
13623;Abricot, dénoyauté, sec, moelleux (réhydraté à 35-45%);51,1;
37000;Base de pizza à la crème;51,1;
23440;Pâte sablée, crue;51;
9640;Son d'avoine;51;
31012;Barres ou confiserie chocolatées au lait;50,9;
23445;Pâte phyllo ou Pâte filo, crue;50,8;
24056;Florentin (biscuit sec sucré chocolaté aux amandes);50,7;
20504;Lentille, sèche;50,6;
7710;Pain au lait, artisanal;50,6;
23032;Brownie au chocolat, préemballé;50,6;
7738;Brioche fourrée aux fruits, préemballée;50,5;
23925;Gâteau marbré, prémballé;50,5;
11056;Quatre épices;50,5;
20812;Farine de pulpe de patate douce, prélevée à la Martinique;50,1;
7100;Pain, baguette ou boule, de campagne;50;
7025;Pain, baguette ou boule, bio (à la farine T55 jusqu'à T110);49,9;
4037;Chips de pommes de terre nature ou aromatisées, à l'ancienne;49,8;
7259;Pain pour hamburger ou hot dog (bun), préemballé;49,7;
23024;Macaron moelleux fourré à la confiture ou à la crème;49,7;
7201;Pain de mie, sans croûte, préemballé;49,5;https://images.unsplash.com/photo-1601750683192-72f3ab28ece9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1934&q=80
7739;"Brioche fourrée crème pâtissière (type ""chinois""), préemballée";49,2;
7742;Brioche, de boulangerie traditionnelle;49,2;
23300;Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop);49,2;
7600;Viennoiserie (aliment moyen);49,1;
32116;Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux;49;
23950;Muffin, aux myrtilles ou au chocolat;48,9;
38408;Crêpe dentelle (pour apéritif) au fromage, préemballée;48,8;
23938;Gâteau moelleux aux fruits à coque, prémballé;48,8;
31018;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;48,7;
23122;Kouign Amann;48,7;
11053;Laurier, feuille;48,6;
19015;Lait infantile pour prématurés, prêt à consommer;48,5;
20586;Lentille blonde, sèche;48,3;
11019;Poivre blanc, poudre;48,3;
23081;Quatre-quarts, préemballé;48,2;
23586;Gâteau moelleux au chocolat, préemballé;48,2;
31026;Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette;48;
15021;Châtaigne, grillée;47,9;
20530;Haricot mungo, sec;47,6;
7615;Croissant ordinaire, artisanal;47,6;
24005;Biscuit sec aux fruits hyposodé, sans sucres ajoutés;47,6;
23884;Beignet fourré aux fruits, préemballé;47,6;
20516;Pois chiche, sec;47,5;
7258;Bagel;47,3;https://images.unsplash.com/photo-1585445490387-f47934b73b54?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80
9580;Farine de pois chiche;47;
7255;Pain, baguette ou boule, aux céréales et graines, artisanal;46,9;
23499;Tarte ou tartelette aux fruits;46,9;
7733;Pain au chocolat, préemballé;46,8;
7261;Pain de campagne maison (avec farine pour machine à pain);46,7;
7262;Pain pour hamburger ou hot dog (bun), complet, préemballé;46,3;
38401;Biscuit apéritif, crackers, garni ou fourré, au fromage;46,3;
20525;Haricot rouge, sec;46,1;
7112;Pain de mie, au son;46;https://images.unsplash.com/photo-1601750683192-72f3ab28ece9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1934&q=81
7741;Brioche, sans précision;46;
23080;Quatre-quarts, fabrication artisanale;46;
9647;Son (aliment moyen);46;
23885;Beignet fourré goût chocolat, préemballé;45,9;
7620;Croissant au beurre, artisanal;45,7;
23881;Beignet à la confiture;45,6;
31079;Chocolat au lait fourré;45,5;
38406;Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif;45,4;
7730;Pain au chocolat feuilleté, artisanal;45,4;
31069;Chocolat noir aux fruits (orange, framboise, poire), tablette;45,3;
31120;Chocolat, en tablette (aliment moyen);45,3;
20535;Lentille corail, sèche;44,9;
23414;Pâte brisée, pur beurre, crue;44,9;
9530;Farine de seigle T170;44,8;
23402;Pâte à pizza fine, crue;44,6;
37002;Base de pizza tomatée;44,6;
20585;Lentille verte, sèche;44,5;
7115;Pain au son;44,4;
11089;Curcuma, poudre;44,4;
7110;Pain complet ou intégral (à la farine T150);44,3;
24664;Gâteau aux amandes type financier;44,3;
37001;Pâte à pizza crue;44,2;
23900;Pâtisserie (aliment moyen);44;
20501;Haricot blanc, sec;43,9;
24690;Biscuit sec pauvre en glucides;43,8;
7111;Pain de mie, complet;43,7;https://images.unsplash.com/photo-1601750683192-72f3ab28ece9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1934&q=80
24666;Mille-feuille;43,7;
7113;Pain de mie, multicéréale;43,6;https://images.unsplash.com/photo-1601750683192-72f3ab28ece9?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1934&q=82
23410;Pâte brisée, crue;43,6;
19044;Lait en poudre, demi-écrémé;43,4;
31082;Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures);43,4;
20189;Tomate, séchée;43,3;
23415;Pâte brisée, pur beurre, surgelée, crue;43,3;
31005;Chocolat noir à moins de 70% de cacao, à croquer, tablette;42,9;
23485;Tarte au citron;42,7;
18005;Café, poudre soluble;42,6;
23467;Chouquette;42,6;
20539;Haricot flageolet, vert, sec;42,1;
39234;Gâteau au chocolat, coeur fondant, préemballé (rayon frais);41,9;
25182;Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues;41,4;
25203;Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues;41,4;
9011;Blé germé, cru;41,4;
23420;Pâte feuilletée, matière grasse végétale, crue;41,4;
1021;Crème de cassis;41;
31073;Barre goûter frais au lait et chocolat;41;
23494;Tarte aux abricots;41;
23497;Tarte au chocolat, fabrication artisanale;40,9;
25488;Sandwich baguette, saumon fumé, beurre;40,8;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=83
31070;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;40,7;
39502;Dessert glacé type mystère ou vacherin;40,5;
11075;Cardamome, poudre;40,5;
7602;Croissant, sans précision;40,4;
25157;Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues;40,3;
18003;Café, moulu;40,2;
23799;Crêpe, nature, préemballée, rayon frais;40;
23424;Pâte feuilletée pur beurre, crue;39,7;
7257;Muffin anglais, petit pain spécial, préemballé;39,6;
1003;Liqueur;39,6;
23008;Entremets type Opéra;39,6;
11015;Poivre noir, poudre;39,5;
4032;Frites de pommes de terre, surgelées, cuites en friteuse;39,4;
23880;Beignet rond moelleux, sans fourrage, saupoudré de sucre;39,4;
15032;Luzerne, graine;39,3;
39528;Sorbet, cône;39,3;
31099;Barre goûter frais au lait et chocolat avec génoise;39;
7812;Fougasse, garnie;38,8;
23481;Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados);38,7;
23495;Tarte aux fruits rouges;38,5;
39522;Glace ou crème glacée, mini cône;38,5;
31110;Confiture, tout type de fruits, allégée en sucres (extra ou classique);38;
39509;Glace ou crème glacée, cône (taille standard);37,8;
24663;Tarte aux poires amandine;37,7;
11081;Epice (aliment moyen);37,7;
31111;Pollen,frais;37,7;
19021;Lait en poudre, entier;37,5;
25181;Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues;37,3;
23496;Tarte Tatin aux pommes;37,1;
26265;Gnocchi à la semoule, cru;37;
9875;Pâtes, sans gluten, à base de riz et maïs, cuites à l'eau, non salées;36,6;
23480;Chausson aux pommes;36,6;
15024;Châtaigne, crue;36,5;
25476;Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise;36,3;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=81
54031;Manioc, racine crue;36,3;
23021;Baba au rhum;36,3;
23850;Gaufre bruxelloise ou liégeoise, préparation artisanale;36,1;
7650;Croissant aux amandes, artisanal;35,9;
31035;Barre glacée chocolatée;35,8;
23425;Pâte feuilletée pur beurre, surgelée crue;35,3;
9660;Germe de blé;35,1;
26264;Gnocchi à la pomme de terre, cru;35;
23457;Chou à la crème pâtissière;34,9;
39518;Omelette norvégienne;34,8;
9824;Pâtes sèches, sans gluten, cuites, non salées;34,4;
25479;Gnocchi à la semoule, cuit;34,4;
19852;Mousse à la crème de marrons, préemballée;34,4;
25518;Sandwich baguette, camembert, beurre;34,3;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=81
23474;Profiteroles (crème pâtissière et sauce chocolat), préemballées;34,3;
23006;Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises);34,2;
31030;Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette;34,1;
4045;Frites de pommes de terre, surgelées, préfrites, pour cuisson micro-ondes;34;
25579;Gnocchi, cuit (aliment moyen);34;
25528;Pissaladière, préemballée;33,8;
23493;Crumble aux pommes;33,8;
11077;Fenugrec, graine;33,8;
25517;Sandwich baguette, jambon, beurre;33,7;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80
23805;Blini;33,7;
11042;Cumin, graine;33,7;
25510;Gnocchi à la pomme de terre, cuit;33,6;
25558;Brick au boeuf;33,5;
23684;Galette des rois feuilletée, fourrée frangipane, et Pithiviers;33,4;
39503;Glace ou crème glacée, bâtonnet, enrobé de chocolat;33,4;
20518;Fève, sèche;33,3;
23421;Pâte feuilletée, surgelée, crue;33,3;
25536;Sandwich baguette, salami, beurre;33,2;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=85
11046;Levure chimique ou Poudre à lever;33,2;
7256;Muffin anglais, complet, petit pain spécial, préemballé;32,9;
25521;Sandwich baguette, jambon, emmental, beurre;32,7;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=84
23490;Tarte ou tartelette aux pommes;32,7;
4030;Frites de pommes de terre, surgelées, rôties/cuites au four;32,6;
9103;Riz complet, cuit, non salé;32,6;
39512;Dessert glacé, type sundae;32,6;
15048;Mélange apéritif de graines (non salées) et fruits séchés;32,2;
39500;Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);32,2;
39534;Coupe glacée parfum pêche Melba ou poire Belle-Hélène;32,2;
25519;Sandwich baguette, pâté, cornichons;32,1;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=82
25431;Sandwich baguette, thon, crudités (tomate, salade), mayonnaise;32;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80
25520;Sandwich baguette, saucisson, beurre;32;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=83
54034;Manioc, racine cuite;32;
9816;Pâtes fraîches, aux oeufs, cuites, non salées;32;
23121;Far aux pruneaux;32;
25550;Flammenkueche ou Tarte flambée aux lardons, préemballée;31,8;
15049;Mélange apéritif de graines (non salées) et raisins secs;31,8;
9104;Riz blanc, cuit, non salé;31,8;
9105;Riz blanc étuvé, cuit, non salé;31,7;
19689;Cheesecake ou Gâteau au fromage frais, préemballé;31,7;
25477;Pizza champignons fromage, préemballée;31,6;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
23007;Gâteau mousse de fruits sur génoise, type miroir, bavarois;31,6;
23477;Éclair;31,6;
11052;Clou de girofle;31,6;
25184;Riz blanc, avec poulet, préemballé, cuit;31,5;
25543;Sandwich baguette (aliment moyen);31,4;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80
23472;Profiterole avec glace vanille et sauce chocolat;31,4;
11217;Sauce pour nems à base de nuoc-mam dilué, préemballée;31,2;
25535;Sandwich baguette, merguez, ketchup moutarde;31;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=84
9683;Graine de couscous (semoule de blé dur précuite), cuite, non salée;31;
23491;Tarte aux fraises;31;
25189;Risotto, aux fromages, préemballé;30,9;
26268;Tielle sétoise, préemballée;30,9;
25475;Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre;30,9;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80
25532;Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise;30,9;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=82
25971;Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté;30,9;
23030;Bûche de Noël pâtissière;30,7;
25531;Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise;30,6;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=81
9124;Riz thaï, cuit, non salé;30,5;
19698;Tiramisu, préemballé;30,4;
25513;Pan bagnat;30,3;
11100;Sauce barbecue, préemballée;30,3;
4021;Pomme de terre dauphine, surgelée, cuite;30,2;
25533;Sandwich baguette, porc, crudités (tomate, salade), mayonnaise;30,1;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=83
23801;Galette de sarrasin, nature, préemballée;30,1;
25530;Sandwich baguette, crudités diverses, mayonnaise;30;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=80
23479;Tarte aux fruits et crème pâtissière;30;
39533;Bûche glacée;30;
23680;Galette des rois feuilletée;29,8;
25404;Pizza au fromage ou Pizza margherita, préemballée;29,6;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
53100;Banane plantain, crue;29,6;
39524;Sorbet, en bac;29,6;
9082;Blé dur précuit cuisiné, en sachet micro-ondable;29,5;
7811;Focaccia, garnie;29,5;
4034;Pomme de terre duchesse, surgelée, cuite;29,5;
53201;Taro, tubercule, cuit;29,5;
11088;Poivre de Cayenne ou piment de Cayenne;29,4;
13048;Rhubarbe, tige, cuite, sucrée;29,2;
23525;Flan pâtissier aux oeufs ou à la parisienne;29,2;
4046;Frites de pommes de terre, surgelées, préfrites, pour cuisson en friteuse;29,1;
39530;Citron givré ou Orange givrée (sorbet);29,1;
10012;Langoustine, panée, frite;29;
39236;Pain perdu;29;
39520;Glace ou crème glacée, gourmande, en bac;29;
53101;Banane plantain, cuite;28,9;
25970;Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté;28,9;
15039;Châtaigne ou Marron, appertisé;28,8;
39532;Coupe glacée type café ou chocolat liégeois;28,6;
4035;Pomme de terre noisette, surgelée, cuite;28,5;
11048;Noix de muscade;28,5;
25185;Riz blanc, avec légumes et viande, préemballé, cuit;28,3;
25413;Hamburger, provenant de fast food;28,3;
9120;Riz thaï ou basmati, cuit, non salé;28,3;
20992;Haricot de mer (Himanthalia elongata), séchée ou déshydratée;28,3;
25478;Pizza 4 fromages, préemballée;28,2;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
9110;Riz rouge, cuit, non salé;28,2;
23531;Charlotte aux fruits;28,2;
25401;Feuilleté ou Friand au fromage;28,1;
9643;Son de riz;28,1;
25234;Galette de céréales aux légumes (sans soja), préemballé;28;
25435;Pizza jambon fromage, préemballée;28;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25169;Spécialité chinoise type bouchée à la vapeur, préemballée, cuite;28;
9341;Quinoa, bouilli/cuit à l'eau, non salé;27,9;
1015;Marsala;27,9;
25110;Ravioli chinois à la vapeur à la crevette, cuit;27,8;
25155;Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites;27,8;
25233;Galette de céréales au fromage (sans soja), préemballé;27,8;
25570;Pizza aux lardons, oignons et fromage, préemballée;27,7;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
20824;Igname jaune, pulpe, cuit à la vapeur, prélevé à la Martinique;27,6;
26272;Pizza au poulet, préemballée;27,5;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
26273;Pizza type raclette ou tartiflette, préemballée;27,5;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
11025;Cannelle, poudre;27,5;
9081;Blé dur précuit, grains entiers, cuit, non salé;27,4;
23535;Gâteau de semoule, appertisé;27,4;
25516;Pizza (aliment moyen);27,3;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25457;Pizza à la viande, type bolognaise, préemballée;27,2;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25434;Sandwich panini, jambon cru, mozzarella, tomates;27,2;
25522;Sandwich (aliment moyen);27,2;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=85
39216;Clafoutis aux fruits, préemballé;27,2;
15018;Mélange apéritif de graines salées et raisins secs;27,1;
23589;Gâteau au fromage blanc;27;
39525;Sorbet, pot individuel;27;
25456;Sushi ou Maki aux produits de la mer;26,9;
25468;Pizza au chèvre et lardons, préemballée;26,9;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25485;Sandwich baguette, jambon emmental, préemballé;26,9;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=82
31074;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;26,9;
11038;Thym, séché;26,9;
25149;Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites;26,8;
25547;Croque-monsieur, préemballé;26,8;
25464;Pizza au saumon, préemballée;26,7;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25416;Burger au poisson, provenant de fast food;26,7;
15019;Noix de cajou, grillée, salée;26,7;
23009;Fraisier ou framboisier;26,7;
39523;Glace ou crème glacée, pot individuel;26,7;
26271;Pizza kebab, préemballée;26,6;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25462;Pizza au chorizo ou salami, préemballée;26,5;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25151;Feuilleté au poisson et / ou fruits de mer;26,5;
11035;Origan, séché;26,4;
25403;Hot-dog, préemballé;26,3;
39516;Dessert glacé feuilleté, à partager;26,2;
11300;Sauce au chocolat, préemballée;26,2;
25576;Sandwich pain de mie complet, jambon, fromage, préemballé;26,1;https://images.unsplash.com/photo-1567234669003-dce7a7a88821?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1950&q=80
25578;Feuilleté salé (aliment moyen);26,1;
23005;Gâteau Paris-Brest (pâte à choux crème mousseline praliné);26,1;
39515;Glace ou crème glacée, en bac;26,1;
10023;Beignet de crevette;26;
25402;Feuilleté ou Friand à la viande, préemballé;25,9;
11091;Vinaigre balsamique;25,8;
25216;Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen);25,7;
25472;Pizza aux légumes ou Pizza 4 saisons, préemballée;25,7;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25548;Pizza jambon fromage champignons ou pizza royale, reine ou regina, préemballée;25,7;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
26274;Pizza au speck ou jambon cru, préemballée;25,7;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
25508;Feuilleté ou Friand jambon fromage;25,7;
31013;Sorbet, bâtonnet;25,7;
7814;Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé;25,6;
4020;Pomme de terre dauphine, surgelée, crue;25,6;
20537;Haricot flageolet, surgelé;25,6;
39210;Mousse au chocolat traditionnelle, préemballée;25,6;
20991;Kombu breton (Laminaria digitata), séchée ou déshydratée;25,6;
23536;Gâteau de riz au caramel, rayon frais;25,4;
4025;Potatoes ou Wedges ou Quartiers de pommes de terre épicés, surgelées, cuites;25,3;
39529;Nougat glacé;25,3;
20832;Patate douce, pulpe, cuite à la vapeur, prélevée à la Martinique;25,2;
23455;Chou à la crème (chantilly ou pâtissière);25,2;
39531;Glace ou crème glacée, petit pot enfant;25,2;
25158;Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites;25,1;
25544;Sandwich pain de mie, garnitures diverses, préemballé;25,1;
13998;Coulis de fruits rouges (framboises, fraises, groseilles, cassis);25,1;
9876;Pâtes, sans gluten, à base de lentilles corail, cuites à l'eau, non salées;25,1;
25490;Sandwich baguette, thon, maïs, crudités, préemballé;25;https://images.unsplash.com/photo-1550507992-eb63ffee0847?ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=1350&q=84
9811;Pâtes sèches standard, cuites, non salées;25;
4013;Pomme de terre noisette, surgelée, crue;24,9;
39527;Glace ou crème glacée, bac ou pot (aliment moyen);24,9;
23534;Gâteau de semoule aux raisins et caramel, rayon frais;24,8;
25463;Pizza aux fruits de mer, préemballée;24,6;https://images.unsplash.com/photo-1565299624946-b28f40a0ae38?ixlib=rb-1.2.1&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=714&q=80
13038;Compote de pomme;24,4;
9125;Riz basmati, cuit, non salé;24,4;
9322;Orge perlée, bouilli/cuite à l'eau, non salée;24,4;
39248;Mousse au chocolat végétale, préemballée;24,3;
25564;Tarte aux noix de Saint-Jacques, préemballée;24,2;
39521;Glace ou crème glacée, gourmande, en pot;24,2;
20990;Kombu ou kombu japonais (Laminaria japonica), séchée ou déshydratée;24,2;
12356;Snack pour enfants à base de fromage fondu et de gressins;24,1;
9611;Semoule de blé dur, cuite, non salée;24;
13108;Compote, tout type de fruits;23,9;
25502;Burger au poulet;23,8;
53502;Igname, épluchée, crue;23,8;
11306;Ail, rôti/cuit au four;23,8;
25608;Taboulé ou Salade de couscous, préemballé;23,7;https://3.bp.blogspot.com/-tx9iTUCQiJ4/XwdeqoDWJjI/AAAAAAABPFw/a71i-VRJcmY6JYk4cU5gaH0A7cGatbaDQCLcBGAsYHQ/s660/taboule-marocain.jpg
25560;Tourte au riesling, préemballée;23,7;
